0.1	0.0
0.3	0.0
0.5	0.0
0.7	0.0
0.9	0.0
1.1	0.0
1.3	0.0
1.5	0.0
1.7	0.0
1.9	0.0
2.1	0.0
2.3	0.0
2.5	0.0
2.7	0.0
2.9	0.0
3.1	0.0
3.3	0.0
3.5	0.0
3.7	0.0
3.9	0.0
4.1	0.0
4.3	0.0
4.5	0.0
4.7	0.0
4.9	0.0
5.1	0.0
5.3	0.0
5.5	0.0
5.7	0.0
5.9	0.0
6.1	0.0
6.3	0.0
6.5	0.0
6.7	0.0
6.9	0.0
7.1	0.0
7.3	0.0
7.5	0.0
7.7	0.0
7.9	0.0
8.1	0.0
8.3	0.0
8.5	0.0
8.7	0.0
8.9	0.0
9.1	0.0
9.3	0.0
9.5	0.0
9.7	0.0
9.9	0.0
10.1	0.0
10.3	0.0
10.5	0.0
10.7	0.0
10.9	0.0
11.1	0.0
11.3	0.0
11.5	0.0
11.7	0.0
11.9	0.0
12.1	0.0
12.3	0.0
12.5	0.0
12.7	0.0
12.9	0.0
13.1	0.0
13.3	0.0
13.5	0.0
13.7	0.0
13.9	0.0
14.1	0.0
14.3	0.0
14.5	0.0
14.7	0.0
14.9	0.0
15.1	0.0
15.3	0.0
15.5	0.0
15.7	0.0
15.9	0.0
16.1	0.0
16.3	0.0
16.5	0.0
16.7	0.0
16.9	0.0
17.1	0.0
17.3	0.0
17.5	0.0
17.7	0.0
17.9	0.0
18.1	0.0
18.3	0.0
18.5	0.0
18.7	0.0
18.9	0.0
19.1	0.0
19.3	0.0
19.5	0.0
19.7	0.0
19.9	0.0
20.1	0.0
20.3	0.0
20.5	0.0
20.7	0.0
20.9	0.0
21.1	0.0
21.3	0.0
21.5	0.0
21.7	0.0
21.9	0.0
22.1	0.0
22.3	0.0
22.5	0.0
22.7	0.0
22.9	0.0
23.1	0.0
23.3	0.0
23.5	0.0
23.7	0.0
23.9	0.0
24.1	0.0
24.3	0.0
24.5	0.0
24.7	0.0
24.9	0.0
25.1	0.0
25.3	0.0
25.5	0.0
25.7	0.0
25.9	0.0
26.1	0.0
26.3	0.0
26.5	0.0
26.7	0.0
26.9	0.0
27.1	0.0
27.3	0.0
27.5	0.0
27.7	0.0
27.9	0.0
28.1	0.0
28.3	0.0
28.5	0.0
28.7	0.0
28.9	0.0
29.1	0.0
29.3	0.0
29.5	0.0
29.7	0.0
29.9	0.0
30.1	0.0
30.3	0.0
30.5	0.0
30.7	0.0
30.9	0.0
31.1	0.0
31.3	0.0
31.5	0.0
31.7	0.0
31.9	0.0
32.1	0.0
32.3	0.0
32.5	0.0
32.7	0.0
32.9	0.0
33.1	0.0
33.3	0.0
33.5	0.0
33.7	0.0
33.9	0.0
34.1	0.0
34.3	0.0
34.5	0.0
34.7	0.0
34.9	0.0
35.1	0.0
35.3	0.0
35.5	0.0
35.7	0.0
35.9	0.0
36.1	0.0
36.3	0.0
36.5	0.0
36.7	0.0
36.9	0.0
37.1	0.0
37.3	0.0
37.5	0.0
37.7	0.0
37.9	0.0
38.1	0.0
38.3	0.0
38.5	0.0
38.7	0.0
38.9	0.0
39.1	0.0
39.3	0.0
39.5	0.0
39.7	0.0
39.9	0.0
40.1	8.08734330772e-05
40.3	0.0
40.5	0.0
40.7	0.0
40.9	0.0
41.1	0.0
41.3	0.0
41.5	0.0
41.7	0.0
41.9	0.0
42.1	0.0
42.3	0.0
42.5	0.0
42.7	0.0
42.9	0.0
43.1	0.0
43.3	0.0
43.5	0.0
43.7	0.0
43.9	0.0
44.1	0.0
44.3	0.0
44.5	0.0
44.7	0.0
44.9	0.0
45.1	0.0
45.3	4.04367165386e-05
45.5	0.0
45.7	0.0
45.9	0.0
46.1	8.08734330772e-05
46.3	0.0
46.5	4.04367165386e-05
46.7	0.0
46.9	0.0
47.1	0.0
47.3	8.08734330772e-05
47.5	0.000363930448848
47.7	0.000242620299232
47.9	0.000363930448848
48.1	0.000485240598463
48.3	0.000363930448848
48.5	0.000768297614234
48.7	0.00121310149616
48.9	0.00190052567732
49.1	0.00319450060655
49.3	0.0046097856854
49.5	0.00642943792964
49.7	0.0112414071977
49.9	0.0145167812374
50.1	0.0181965224424
50.3	0.0226445612616
50.5	0.0217549534978
50.7	0.0198544278205
50.9	0.0194904973716
51.1	0.0205418520016
51.3	0.0222401940962
51.5	0.0221593206632
51.7	0.026202992317
51.9	0.0270926000809
52.1	0.0316215123332
52.3	0.0418520016175
52.5	0.0457743631217
52.7	0.0358269308532
